patch_id,image_name,x1,y1,x2,y2,D10,D50,D90,Span,A_gran,Skewness,sigma_local
319,070525-JPB-MEB-EIHNValves-Ech6-ZigZag0014.tif,0,0,128,128,0.5,4.43530505952381,19.869024045261682,4.367010563043708,0.03706158090262021,0.8653059705043805,24.48748604674037
309,070525-JPB-MEB-EIHNValves-Ech5-ZigZag0027.tif,0,512,128,640,0.5,4.525919563459984,19.421030741410487,4.180593684025993,0.02920373898249517,0.8435350544583702,8.896693968162122
5,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20002.tif,768,384,896,512,0.5,4.55264857881137,18.961617039773962,4.055137733603418,0.02932495303418103,0.8016668790578401,6.100802556187672
389,310120-pat18-WholeMount-24.tif,1152,128,1280,256,0.5,4.601386692616471,19.43158436213992,4.114321535401086,0.04497534022935648,0.7622384653298339,21.490337397494766
29,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,640,512,768,640,0.5,4.66779458598726,15.553370973098637,3.2249428923648273,0.02856047018213028,0.9501676113882065,9.393552364932447
296,070525-JPB-MEB-EIHNValves-Ech5-ZigZag0027.tif,512,128,640,256,0.5,4.708688946015424,19.12942672214518,3.956393581255719,0.027366849135479838,0.7391301323235,10.528485820443459
392,310120-pat18-WholeMount-24.tif,1024,256,1152,384,0.5,4.804118474523286,18.74805555555555,3.7984191381471515,0.0389782736169371,0.7719887971871695,12.679355057438
305,070525-JPB-MEB-EIHNValves-Ech5-ZigZag0027.tif,640,384,768,512,0.5,4.910900538550686,18.3828379847771,3.6414579860447995,0.030850603127058167,0.9379679380007403,11.730152063607699
32,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,256,640,384,768,0.5,4.993939085260265,18.374920259893685,3.5793228460979742,0.02923765512552389,0.8321077720608893,17.06917739647004
327,070525-JPB-MEB-EIHNValves-Ech6-ZigZag0014.tif,1024,0,1152,128,0.5,4.998702983138782,19.499502951227072,3.800886553034787,0.031713398880186136,0.8150890307638428,17.607094787060365
303,070525-JPB-MEB-EIHNValves-Ech5-ZigZag0027.tif,896,256,1024,384,0.5,5.075018754688672,17.588311933534747,3.367142617502117,0.02803794354915328,0.8002407394839288,13.298082379656591
401,310120-pat18-WholeMount-24.tif,640,512,768,640,0.5,5.121690427698576,18.39560353287538,3.4940814532823574,0.04981467052019532,0.7678685368249297,16.60910783088098
64,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,1024,256,1152,384,0.5,5.134559884559885,19.785120892746445,3.7559442924677255,0.02882157538128428,0.759321922495043,12.551750022240535
33,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,384,640,512,768,0.5,5.137443224829676,17.589982110912352,3.326553961378122,0.029157418671259244,0.7781026840920322,17.177553939413855
322,070525-JPB-MEB-EIHNValves-Ech6-ZigZag0014.tif,384,0,512,128,0.5,5.142338534893802,20.710558188520274,3.9302270846969156,0.035143296882782386,0.6674079783222819,15.369328971554161
48,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,256,128,384,256,0.5,5.1583984901590725,19.91684112584322,3.7641219775644847,0.029009122556029703,0.7632570860572278,16.191735082653242
291,070525-JPB-MEB-EIHNValves-Ech4-ZigZag0019.tif,384,512,512,640,0.5,5.171265514184396,20.23231401186672,3.815761143523273,0.04151495042460598,0.7546244464955271,12.575703226502574
402,310120-pat18-WholeMount-24.tif,768,512,896,640,0.5,5.180339013778101,18.465354958787557,3.4679882747065904,0.04711624970578466,0.8302595363117481,17.017706619240798
324,070525-JPB-MEB-EIHNValves-Ech6-ZigZag0014.tif,640,0,768,128,0.5,5.198950802327632,18.612537884830118,3.483883301361675,0.03178104191039338,0.7791815210481897,17.45287860322478
21,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20033.tif,896,512,1024,640,0.5,5.230473186119875,20.58299286241693,3.839613003984274,0.026097407265843982,0.7151764380166867,24.680113795681198
80,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0061.tif,384,512,512,640,0.5,5.291621002291519,18.378393501805053,3.3786232033743295,0.028201227993261392,0.7898927868800376,10.946320598283588
31,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,896,512,1024,640,0.5,5.317576745449605,19.921987133666903,3.65241313165566,0.029247080767825215,0.7108780574974611,9.981310658488542
23,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,256,384,384,512,0.5,5.350539568345326,19.103932130352817,3.477019820658228,0.02994856665505027,0.6806279027090307,17.12161668877036
307,070525-JPB-MEB-EIHNValves-Ech5-ZigZag0027.tif,896,384,1024,512,0.5,5.368323746918653,19.589818401937052,3.556011019807506,0.029695890406272078,0.744354394063968,11.849998011266967
65,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,1152,256,1280,384,0.5,5.436285335689047,19.617837690631816,3.5167097586147285,0.029018402609436222,0.750165631560019,14.844873861507196
333,070525-JPB-MEB-EIHNValves-Ech6-ZigZag0103.tif,256,0,384,128,0.5,5.446184941889842,17.412617079889817,3.105406309250506,0.03836861731207417,0.8339196089042649,16.822098020083814
338,070525-JPB-MEB-EIHNValves-Ech6-ZigZag0103.tif,128,384,256,512,0.5,5.45907267053054,18.59072447859496,3.3138823332126135,0.03191511024484176,0.8388926291586211,18.284221965840953
341,070525-JPB-MEB-EIHNValves-Ech6-ZigZag0103.tif,0,512,128,640,0.5,5.4837083333333325,18.40246275828929,3.2646635579553296,0.029960154556388594,0.7800971493213554,16.654884926573928
316,070525-JPB-MEB-EIHNValves-Ech5-ZigZag0027.tif,1024,512,1152,640,0.5,5.4842585249801745,18.337185868641495,3.252433448823599,0.030407590347019977,0.6795700446826187,12.906226921147502
311,070525-JPB-MEB-EIHNValves-Ech5-ZigZag0027.tif,256,512,384,640,0.5,5.513050118006386,18.979920968140277,3.352032100666434,0.02928050082220235,0.6982208031434355,14.654418405880252
54,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,1024,128,1152,256,0.5,5.519703845235254,19.269299913569583,3.4004179281777427,0.029236911342739015,0.696229409641222,11.206759917896022
323,070525-JPB-MEB-EIHNValves-Ech6-ZigZag0014.tif,512,0,640,128,0.5,5.529578246392896,19.578021978021994,3.4501766912272447,0.034328866934000474,0.7009863316904621,12.056161830509497
339,070525-JPB-MEB-EIHNValves-Ech6-ZigZag0103.tif,256,384,384,512,0.5,5.551345542889182,20.293516841724017,3.5655350020641188,0.035264949264895894,0.7643403270948237,20.333870249515808
404,310120-pat18-WholeMount-24.tif,512,640,640,768,0.5,5.6313997181775495,20.343981481481514,3.5238097941134043,0.048506148304923044,0.6347930422047414,11.399672482516543
397,310120-pat18-WholeMount-24.tif,384,384,512,512,0.5,5.659035557720409,20.46449704142013,3.5278974372555973,0.05412378113620402,0.6640798763026429,16.134796057121633
299,070525-JPB-MEB-EIHNValves-Ech5-ZigZag0027.tif,896,128,1024,256,0.5,5.660490463215257,21.072578710644684,3.634416283241842,0.02805857078530214,0.5802487157011564,23.044904998943178
329,070525-JPB-MEB-EIHNValves-Ech6-ZigZag0014.tif,0,128,128,256,0.5,5.667192251379659,21.40277953253316,3.6883837013724823,0.030377508472523327,0.6801687847591734,20.11341475423741
49,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,384,128,512,256,0.5,5.683634236041455,21.558938329430134,3.7051888729731646,0.029051553858493454,0.60893728437797,14.18239611969715
300,070525-JPB-MEB-EIHNValves-Ech5-ZigZag0027.tif,512,256,640,384,0.5,5.686366479049404,18.81268954509178,3.220455384393925,0.027969803189075076,0.7178332828178946,11.659464267504264
396,310120-pat18-WholeMount-24.tif,256,384,384,512,0.5,5.700332156944157,20.87832025573961,3.574935581765125,0.040452613466732,0.6811645775620377,12.190396788709407
334,070525-JPB-MEB-EIHNValves-Ech6-ZigZag0103.tif,384,0,512,128,0.5,5.705426356589148,18.3131970775918,3.122150031262693,0.03914222280984016,0.7409563475081866,10.318840424153302
304,070525-JPB-MEB-EIHNValves-Ech5-ZigZag0027.tif,512,384,640,512,0.5,5.729396722073698,19.776062581486325,3.364414006665181,0.029500623838380043,0.6323996622931305,11.668055269203435
386,310120-pat18-WholeMount-24.tif,1024,0,1152,128,0.5,5.840771836794815,21.39176276771005,3.576883903613435,0.04954511576817105,0.6148238892730788,12.621982877122274
136,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,1152,128,1280,256,0.5,5.8640325942770515,18.963716814159287,3.1486381627855855,0.021957069642371943,0.6309370671188548,7.329126997159554
292,070525-JPB-MEB-EIHNValves-Ech4-ZigZag0019.tif,512,512,640,640,0.5,5.866952789699571,18.994307620817846,3.1522850589982134,0.04289794202798541,0.6646407406033029,12.04305874583335
398,310120-pat18-WholeMount-24.tif,512,384,640,512,0.5,5.893354507696067,21.91520258157045,3.6337882870620755,0.05271194410737527,0.6798914873325105,20.638138340074974
97,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,896,128,1024,256,0.5,5.915153516011888,18.05470142602498,2.967750774093299,0.02207156112468397,0.670856055601164,17.66045128454167
89,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,1024,0,1152,128,0.5,5.975566452485626,18.06808059384941,2.9399858128164076,0.02226202253505622,0.7402366073740788,9.93701390136167
302,070525-JPB-MEB-EIHNValves-Ech5-ZigZag0027.tif,768,256,896,384,0.5,6.097259193532488,21.080989026649572,3.3754492589851406,0.028089887640449437,0.7154577644588624,12.797002127415343
314,070525-JPB-MEB-EIHNValves-Ech5-ZigZag0027.tif,640,512,768,640,0.5,6.112104458299026,21.747420675537363,3.476285593693933,0.030288731203091196,0.5674369554878478,12.117075048302395
27,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,384,512,512,640,0.5,6.1229694323144095,20.87782453868567,3.3280950956802497,0.030052635249440466,0.7214932615651193,19.840358224147888
98,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,1024,128,1152,256,0.5,6.1657986111111125,21.29977416440832,3.3734112117976034,0.021988457773365385,0.571561998488023,6.509717089863796
4,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20002.tif,640,384,768,512,0.5,6.200267566309913,20.627556512378906,3.246239988374859,0.02920882127448475,0.6325020597487891,5.832650133269882
399,310120-pat18-WholeMount-24.tif,640,384,768,512,0.5,6.220034670629022,19.987452646079674,3.1330135084454347,0.040724431177839776,0.5391127660421587,18.157472146568267
17,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20033.tif,512,128,640,256,0.5,6.234166558735915,19.215076841547436,3.002017457381222,0.032157116285209925,0.6366482210754943,10.197037987834173
295,070525-JPB-MEB-EIHNValves-Ech5-ZigZag0003.tif,768,640,896,768,0.5,6.2488672482586045,19.992928306309807,3.119433896078041,0.03450828213143617,0.6809890424756989,10.959135601446354
274,060722-Nabila-JP-Valves-WholeMount-SAureus-pat04-2-15.tif,1152,384,1280,512,0.5,6.258843830888699,18.15095232728503,2.8201618069097525,0.026378002937689424,0.7337776213647315,13.858058647595966
390,310120-pat18-WholeMount-24.tif,0,256,128,384,0.5,6.270700636942678,20.08205649717514,3.122786053891819,0.04051412473123403,0.5390569761219465,20.807019262038608
125,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,896,512,1024,640,0.5,6.3030134406300835,18.068788426763113,2.787363313159434,0.020227373237963333,0.6827967485609998,11.834307115614205
24,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,384,384,512,512,0.5,6.321545577182501,19.60193084867536,3.0217184413924683,0.02753061810597878,0.5075324539539317,25.770484578744
391,310120-pat18-WholeMount-24.tif,896,256,1024,384,0.5,6.342483026188165,21.12310388782663,3.2515820385602394,0.04790739736495064,0.6428072725834677,17.128033640784377
336,070525-JPB-MEB-EIHNValves-Ech6-ZigZag0103.tif,512,256,640,384,0.5,6.344661024194235,20.478023546200493,3.1487928937444973,0.03529934869173367,0.6319671893419854,15.475469058605205
315,070525-JPB-MEB-EIHNValves-Ech5-ZigZag0027.tif,896,512,1024,640,0.5,6.381825334382375,21.315666764218133,3.261710509698969,0.03262569416631005,0.5680936202543868,15.885286846307897
301,070525-JPB-MEB-EIHNValves-Ech5-ZigZag0027.tif,640,256,768,384,0.5,6.438395152405434,21.69927542065856,3.2926334775737316,0.028596292501491604,0.6065414613584146,11.751170302855913
50,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,512,128,640,256,0.5,6.465887228059791,20.465996393146977,3.0878974050925634,0.02800189258727319,0.4933670039211848,13.251227066598236
330,070525-JPB-MEB-EIHNValves-Ech6-ZigZag0014.tif,128,128,256,256,0.5,6.4721137006601115,19.831221719457012,2.9868482869028337,0.03376208493792583,0.5626542423039608,12.513752772279775
298,070525-JPB-MEB-EIHNValves-Ech5-ZigZag0027.tif,768,128,896,256,0.5,6.47481364355094,21.765810090880606,3.2843895224786634,0.02744826790610742,0.564932198814846,20.89950402354856
59,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,384,256,512,384,0.5,6.492167919799497,21.207483510908162,3.1896099679978223,0.029056867193537932,0.5471894960941186,14.644658423660411
403,310120-pat18-WholeMount-24.tif,896,512,1024,640,0.5,6.500808156160633,20.965136279439005,3.148091096957656,0.04300378249679828,0.4704262254101532,12.147371553070236
0,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20002.tif,640,256,768,384,0.5,6.511310945623156,20.69494872768704,3.1015180961772226,0.030246327758376736,0.5481371443895835,7.596356493774405
297,070525-JPB-MEB-EIHNValves-Ech5-ZigZag0027.tif,640,128,768,256,0.5,6.514233506443547,20.136059301769492,3.0143315068989325,0.027032069331543722,0.5711826945117324,8.649555313035464
312,070525-JPB-MEB-EIHNValves-Ech5-ZigZag0027.tif,384,512,512,640,0.5,6.520299908191372,21.25216881594374,3.182701579397145,0.031051288536572467,0.6224678772607272,16.623864332176204
331,070525-JPB-MEB-EIHNValves-Ech6-ZigZag0100.tif,896,0,1024,128,0.5,6.526551609691334,19.304802134281893,2.881276860870674,0.02957132610176455,0.6365754920833163,16.419617520299138
26,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,640,384,768,512,0.5,6.558931599773883,19.412773423792256,2.883514355363039,0.026707714827384543,0.6086778072388306,9.64782366247881
40,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,512,0,640,128,0.5,6.573806465424959,21.718325691465747,3.227707691588408,0.030702378843273367,0.5739721034140263,12.575348968141812
308,070525-JPB-MEB-EIHNValves-Ech5-ZigZag0027.tif,1024,384,1152,512,0.5,6.5820090532601325,20.089265905383346,2.976183373020521,0.031359344354019845,0.6081294089819869,26.230873898681388
335,070525-JPB-MEB-EIHNValves-Ech6-ZigZag0103.tif,384,256,512,384,0.5,6.583527946442471,20.01970729751404,2.9649311822336633,0.038685340340780285,0.5482594252232297,15.476880820792825
373,070722-Nabila-JP-Valves-WholeMount-SAureus-pat10-00.tif,896,256,1024,384,0.5,6.633645693886655,17.397068861674352,2.5471768679545432,0.02444882342713449,0.6048468296443837,13.831658574049866
257,060722-Nabila-JP-Valves-WholeMount-SAureus-pat04-2-15.tif,0,128,128,256,0.5,6.672171555336455,20.31469960353766,2.9697527168182165,0.021726376856857584,0.5749349482140872,38.434110828900785
395,310120-pat18-WholeMount-24.tif,128,384,256,512,0.5,6.703763085919081,21.052093659203564,3.0657547702382573,0.041130694053742416,0.5392118034125419,14.454908555274162
69,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,1152,512,1280,640,0.5,6.713400417229107,21.07826407671502,3.0652520031284687,0.02893922513539442,0.6161544403256358,11.11452573820834
28,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,512,512,640,640,0.5,6.734914841849147,21.15514719327117,3.066875777689873,0.026122864141458275,0.5299993285967122,9.72330144712385
377,070722-Nabila-JP-Valves-WholeMount-SAureus-pat10-00.tif,0,640,128,768,0.5,6.747415506958248,18.941335121442407,2.733096116939122,0.025014428383486574,0.5403983215325596,21.540105240227238
6,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20002.tif,256,512,384,640,0.5,6.752245113576333,18.261361274679597,2.6304378730221,0.028669159838198257,0.608937190082334,9.253568503640054
318,070525-JPB-MEB-EIHNValves-Ech5-ZigZag0027.tif,768,512,896,640,0.5,6.792061611374407,20.271115718543474,2.9109152492718176,0.032493351615793524,0.4950316201148363,11.853348679120382
96,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,768,128,896,256,0.7589352161053335,6.857876036320571,19.02294736842105,2.663217015820373,0.02179832034318168,0.5551043896361793,13.885096219798607
313,070525-JPB-MEB-EIHNValves-Ech5-ZigZag0027.tif,512,512,640,640,0.5,6.891296769695561,20.809502503462237,2.947123477945858,0.032226893197852775,0.5165770408078915,11.133792914336446
384,310120-pat18-WholeMount-24.tif,768,0,896,128,0.5,6.930093151630151,20.898737727910223,2.943501231742011,0.046235093453608614,0.5692726049298333,14.127212932871014
375,070722-Nabila-JP-Valves-WholeMount-SAureus-pat10-00.tif,512,384,640,512,0.5,6.942862025749115,19.063595228301104,2.673766979590545,0.021896008858235637,0.5958672186023773,18.503682417237517
251,060722-Nabila-JP-Valves-WholeMount-SAureus-pat04-1-37.tif,0,640,128,768,0.5,6.974958609271523,19.658501358501358,2.7467548456896584,0.025328854365373375,0.5081586404714917,20.486220869135792
13,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20033.tif,512,0,640,128,0.5,6.981189375396607,19.850286922379933,2.7717751061982367,0.02983254374032553,0.6552516610569571,14.511184958656104
9,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20002.tif,128,640,256,768,0.5,6.983889123399466,19.008022388059707,2.6501025518931454,0.029975813200896942,0.5363936478090952,9.819580032410471
306,070525-JPB-MEB-EIHNValves-Ech5-ZigZag0027.tif,768,384,896,512,0.5,6.9872590386365525,20.498605817452365,2.8621532001130388,0.03178755399885349,0.5659083942645021,11.038951268314014
117,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,1024,384,1152,512,0.5,6.994569109572689,19.629979072200904,2.734976061072844,0.020260947890054806,0.5557055039975742,10.797137625566856
3,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20002.tif,512,384,640,512,0.5,6.996469379894722,20.468275549512807,2.8540503024131403,0.030466061669844526,0.5354414630917733,12.302181440252772
12,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20002.tif,640,640,768,768,0.5,7.003784092531771,19.46677673355346,2.7080755892772292,0.028051518088881153,0.47824063802466876,7.850008689327351
379,070722-Nabila-JP-Valves-WholeMount-SAureus-pat10-00.tif,384,640,512,768,0.5,7.078607196925586,20.67143048307239,2.849632692125273,0.0222778657589728,0.5408174873562072,19.755677059820133
100,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,128,256,256,384,0.8622029717860795,7.0902541640251275,19.306382596188413,2.601342518577867,0.018999064911187646,0.67257723433191,16.210979411519116
37,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,128,0,256,128,0.5,7.0930356598598,21.27411019849419,2.9288038570082144,0.02950322688517944,0.5688525952490274,15.709104822667681
285,060722-Nabila-JP-Valves-WholeMount-SAureus-pat04-2-15.tif,640,640,768,768,0.6630659480025365,7.099994337806464,18.743106497062346,2.5464866151774452,0.036476740800465854,0.47699244647228395,13.782488561840353
217,060722-Nabila-JP-Valves-WholeMount-SAureus-pat04-1-27.tif,128,640,256,768,0.662483212753975,7.162414852410846,19.197906403940895,2.5878734439611457,0.022892466109697713,0.5681187232677107,39.585046195209785
127,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,1152,512,1280,640,0.5,7.209389281262984,19.40375782881003,2.6221025237103515,0.013908170764167555,0.48510050645568387,17.347761270677186
252,060722-Nabila-JP-Valves-WholeMount-SAureus-pat04-1-37.tif,128,640,256,768,0.5,7.2312931431201095,19.56965585296657,2.6371017569809823,0.023873065697510656,0.5166979287488667,26.949671820699688
115,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,768,384,896,512,0.912829448921804,7.25082146768894,19.677556109725717,2.5879449307120796,0.019702523807278313,0.5832691976649977,14.429689117038102
58,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,256,256,384,384,0.5,7.253924086757994,20.209788152216568,2.717120818536921,0.028829320321694784,0.4447293596681958,14.384526819343286
53,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,896,128,1024,256,0.5,7.272189349112424,20.185792983473462,2.706996756881217,0.029686254108403507,0.4413220983799543,12.995211232763047
71,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,128,640,256,768,0.5,7.277126499454742,20.960050505050507,2.8115562518507176,0.02647426962721752,0.5387913044402142,8.333608045992198
107,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,1024,256,1152,384,0.5,7.278381374722837,20.444633730834763,2.7402567554512434,0.02075246894959404,0.4664241918920986,16.872240901379836
378,070722-Nabila-JP-Valves-WholeMount-SAureus-pat10-00.tif,128,640,256,768,0.5,7.285650623885917,20.514833215046128,2.7471579750788133,0.023847676450753228,0.5801220518516459,22.358958161715126
74,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,512,640,640,768,0.5,7.303792619078025,19.37041403508772,2.5836459246935433,0.027524504758436128,0.501162957371727,15.939270038929823
283,060722-Nabila-JP-Valves-WholeMount-SAureus-pat04-2-15.tif,128,640,256,768,0.5875902389425521,7.309651575844608,20.734867002156726,2.7562567865467944,0.029370201293330817,0.582990876365326,14.64788897847929
383,310120-pat18-WholeMount-24.tif,512,0,640,128,0.5,7.342628794848205,20.44183230222456,2.715898196599059,0.050993954066440535,0.5181621941937417,13.651984275265615
355,070722-Nabila-JP-Valves-WholeMount-SAureus-pat08-20.tif,0,512,128,640,0.5,7.354807549412986,19.53615728900256,2.5882604216505847,0.015091127653378928,0.48324235029675033,15.026004318935207
14,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20033.tif,640,0,768,128,0.5,7.387740453631925,21.323136033229495,2.8186068749874025,0.030607597505056296,0.5343416048463311,8.62387559457542
42,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,768,0,896,128,0.5,7.404065754799851,20.68547098126556,2.726268465157792,0.030827817212934674,0.5127862524300204,10.896692343930805
73,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,384,640,512,768,0.5,7.412162162162164,21.132244648318046,2.7835662788979674,0.026378130116139806,0.4513872089878306,8.44386525770764
276,060722-Nabila-JP-Valves-WholeMount-SAureus-pat04-2-15.tif,384,512,512,640,0.760281390084772,7.416923635044441,19.57893251218885,2.537258309252003,0.03453325509605327,0.6269880853288221,24.238475099705983
367,070722-Nabila-JP-Valves-WholeMount-SAureus-pat10-00.tif,0,0,128,128,0.502015204537227,7.427387823496558,21.321402214022143,2.80305640478645,0.016734196411121324,0.567074967726914,16.365635385413494
385,310120-pat18-WholeMount-24.tif,896,0,1024,128,0.5,7.437991870621809,20.294329037149353,2.6612463930394923,0.048383266295100494,0.4826720067672647,11.426530664108288
317,070525-JPB-MEB-EIHNValves-Ech5-ZigZag0027.tif,512,640,640,768,0.5,7.500231910946194,19.491281682545388,2.5320925950074438,0.026021640026031505,0.40564388086126846,16.03408800335077
156,060722-Nabila-JP-Valves-WholeMount-SAureus-pat04-1-22.tif,384,384,512,512,0.6925459825750246,7.505631712215143,17.626853901494194,2.2562135431397734,0.029416493593295515,0.5571737381725881,23.39189095820373
247,060722-Nabila-JP-Valves-WholeMount-SAureus-pat04-1-37.tif,128,512,256,640,0.7198534479631443,7.526900190172382,19.881453481282772,2.5457491861441555,0.024814061287052193,0.6326455113125989,20.910928392326344
374,070722-Nabila-JP-Valves-WholeMount-SAureus-pat10-00.tif,384,384,512,512,0.5,7.529926079008029,19.45202040015693,2.516893287039229,0.021879444542796323,0.4818827419000413,24.34557320490882
238,060722-Nabila-JP-Valves-WholeMount-SAureus-pat04-1-37.tif,128,256,256,384,0.5,7.538315010340698,18.802778460781905,2.4279667851071536,0.02977319291434798,0.47512102077738044,8.774885647242945
232,060722-Nabila-JP-Valves-WholeMount-SAureus-pat04-1-37.tif,1152,0,1280,128,0.7581868864380076,7.5458276333789325,20.682877487189728,2.6404910857776485,0.02229668574937855,0.5718387826428079,12.302470876309789
332,070525-JPB-MEB-EIHNValves-Ech6-ZigZag0100.tif,640,256,768,384,0.5,7.572697595580388,20.71543544337254,2.669515742338736,0.028286173371296595,0.49562058928616703,12.422623271717239
226,060722-Nabila-JP-Valves-WholeMount-SAureus-pat04-1-27.tif,1024,256,1152,384,0.6836931207452528,7.594746334652081,18.8695945945946,2.3945370487061104,0.02627147645844213,0.46518915731821686,28.64335510027262
66,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,768,512,896,640,0.5,7.599138571216396,20.063378803777532,2.574420589970373,0.028555990392633936,0.42223330278743465,9.17166269676464
284,060722-Nabila-JP-Valves-WholeMount-SAureus-pat04-2-15.tif,512,640,640,768,0.8760013072370092,7.626184032476317,18.75717178376342,2.3447074448215455,0.031912444046356,0.44299506635710023,14.637103028110383
279,060722-Nabila-JP-Valves-WholeMount-SAureus-pat04-2-15.tif,896,512,1024,640,0.6472790847676275,7.631714263112095,20.857077668094618,2.6481335498907614,0.03300126820951493,0.4328200500248642,21.217714214185236
25,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,512,384,640,512,0.5,7.634539904055821,20.153891670459707,2.5743387181745754,0.025170352752550584,0.4656523929395681,15.047105335837493
