patch_uid,id,texture,image,x_min,y_min,x_max,y_max,D50,D10,D90,Span,Skewness,sigma_local
185,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20033.tif,640,0,768,128,7.444074654137301,1.0,21.67550753110674,2.777444946715521,0.5680288034576751,8.62387559457542
186,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20033.tif,768,0,896,128,10.082134570765662,1.0,20.483987316686484,1.9325260122179486,0.1931368809835964,12.922008693607713
193,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20033.tif,384,128,512,256,10.705632491562898,1.071392392240288,22.232015032211883,1.9765878061523472,0.1855048778758566,9.940934400283977
194,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20033.tif,512,128,640,256,6.545438596491228,1.0,20.243172554347808,2.9399363038350668,0.6612931050905866,10.197037987834173
205,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20033.tif,640,256,768,384,10.103106588109265,1.0,22.473279190520575,2.1254135055640515,0.19497612518640514,15.022585205405298
206,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20033.tif,768,256,896,384,10.591814573504083,1.0652184303603862,22.306347449026667,2.00542870829725,0.14808121315751233,18.980277645874626
222,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20033.tif,256,512,384,640,8.815330452872455,1.0,20.732366895097517,2.2384148842279386,0.32202699869153245,14.905736996362183
227,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20033.tif,896,512,1024,640,5.462126783350492,1.0,20.95248028491478,3.6528775468437304,0.7415350495438834,24.680113795681198
303,8,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20047.tif,896,0,1024,128,6.108654926938929,1.0,22.02774234693877,3.4422868206562542,0.7182573509594125,7.040679956442631
304,8,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20047.tif,1024,0,1152,128,6.0655905190028605,1.0,19.62407481098289,3.0704470987013734,0.7587218718553415,6.965717296194236
309,8,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20047.tif,896,128,1024,256,6.278125514742216,1.0,19.99665792922674,3.025848700319709,0.6294291542109393,6.78523408848417
340,8,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20047.tif,1024,128,1152,256,7.650201244054154,1.0,21.386166508388737,2.6647882660907984,0.49783887093603524,8.18621484119544
360,8,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,0,0,128,128,7.786032388663967,1.0,19.03919266055046,2.316865864418253,0.49952347575391554,11.466956416082377
361,8,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,128,0,256,128,7.263254551261575,1.0,20.542309497731182,2.6905720238507715,0.43170914456629944,9.007024957012923
362,8,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,384,0,512,128,7.929464423522148,1.0,20.920144127913524,2.5121676652993035,0.4011278187702632,11.507886711549473
363,8,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,512,0,640,128,8.628234582829503,1.0,21.327148625264375,2.355887340582526,0.4092970223327466,10.626862296641907
364,8,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,640,0,768,128,3.939441166648113,1.0,17.535173726796767,4.197339934096738,1.1950328467182483,14.501604844351995
369,8,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,128,128,256,256,6.733690074769096,1.0,20.4000429922614,2.88104186216599,0.6383709843933592,8.246405178642236
370,8,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,256,128,384,256,5.971487082545684,1.0,20.524754558204766,3.269663701571843,0.7034385011570402,6.366157274916814
371,8,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,384,128,512,256,4.650867380794388,1.0,19.315946137491142,3.9381785456034013,0.9755759981330125,8.972433695277127
372,8,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,512,128,640,256,9.49889588163851,1.0,22.943121740694114,2.310070771815749,0.30883750419043454,7.600737382854545
373,8,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,640,128,768,256,5.733443937508642,1.0,19.35556198466657,3.201489747651152,0.6628099508204016,10.04975251820088
374,8,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,768,128,896,256,8.320739549839228,1.0,21.525279692620636,2.466761466295051,0.36797741910620996,8.184024116425448
375,8,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,896,128,1024,256,7.909370816599733,1.0,19.04772384034521,2.2818153629195996,0.4283565503098733,12.77282146855307
376,8,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,1024,128,1152,256,5.353014900431694,1.0,19.356181015452535,3.4291294451603713,0.7960644008953721,13.23379627353529
378,8,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,0,256,128,384,4.141321704950252,1.0,20.791110510672798,4.7789357892713,0.9690001421361727,13.148570427673146
379,8,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,128,256,256,384,4.959170305676856,1.0,17.933675389088425,3.414618644918108,0.8492196314705697,12.00328421214625
380,8,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,256,256,384,384,6.105790500975926,1.0,20.002831050228316,3.1122638497326394,0.6896390971080317,11.170285793458744
381,8,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,384,256,512,384,6.4164214243672735,1.0,19.968806536329144,2.9562906302089824,0.6737053656544196,11.003400883598935
382,8,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,512,256,640,384,6.301128606534996,1.0,20.092452248921752,3.0300051690931498,0.7336684672752168,9.718589169430295
383,8,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,640,256,768,384,7.365714899098326,1.0,20.347784491440073,2.6267354569762853,0.5345672402259654,9.486527624422077
384,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,768,256,896,384,10.536309723620903,1.0,22.141332982086407,2.0065215940539938,0.2112462875256464,13.377341523242968
385,8,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,896,256,1024,384,6.86771944216571,1.0,20.66124229979467,2.862848790688888,0.6331790845820263,13.672767463846668
386,8,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,1024,256,1152,384,6.560638895577494,1.0,19.507689136260566,2.82101932919011,0.6192928606633401,9.554089875881543
387,8,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,1152,256,1280,384,6.844002423263326,1.0,19.5377946356001,2.708618946800576,0.5562711529323126,18.38704734338032
390,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,256,384,384,512,5.46017937219731,1.0,18.963632260006015,3.289934457368753,0.7205517095552287,17.12161668877036
391,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,384,384,512,512,6.454414102008381,1.0,19.767359050445112,2.9076781802093215,0.5374565307046261,25.770484578744
392,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,512,384,640,512,7.79622641509434,1.0,20.240652747780185,2.4679443263125598,0.4906746537399059,15.047105335837493
393,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,640,384,768,512,6.605749316543783,1.0,19.813459960136008,2.8480432814818752,0.6386469003322798,9.64782366247881
394,8,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,768,384,896,512,6.9094152731920335,1.0,20.4284536380732,2.8118810159600645,0.5145176106677694,10.268867073440866
395,8,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,896,384,1024,512,6.4914691943127965,1.0,19.684973404255327,2.8783889817462756,0.5909142870247682,10.898006224900845
396,8,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,1024,384,1152,512,6.51237371396793,1.0,21.105207687538744,3.08723187129395,0.696758808955466,8.749401499298127
397,8,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,1152,384,1280,512,5.441018766756033,1.0,19.35212264150946,3.372920298242438,0.8331413890023454,12.268105107792024
401,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,384,512,512,640,6.255979178390545,1.0,21.05221982758621,3.205288773474623,0.7393809248355634,19.840358224147888
402,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,512,512,640,640,6.8386264792151295,1.0,21.536705475141595,3.0030453538527806,0.5692328080321648,9.72330144712385
403,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,640,512,768,640,4.971158526691546,1.0,15.740712110564537,2.965246839628532,1.0188338046958854,9.393552364932447
404,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,768,512,896,640,4.428517753146722,1.0,19.516200980392156,4.1811283170842675,0.9046428107650557,13.13727952234968
405,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,896,512,1024,640,5.654350066244664,1.0,20.529121684659472,3.4538225358992913,0.7272483429446038,9.981310658488542
406,8,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,1024,512,1152,640,5.9412836487598435,1.0,19.848518623024837,3.1724657056155183,0.5526175674465668,8.17330446012862
407,8,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,1152,512,1280,640,5.010444385311335,1.0,18.772824401171814,3.5471553088733585,0.8770644884200521,9.194603709547085
410,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,256,640,384,768,5.191063921526355,1.0,18.965214113389624,3.4607961652892185,0.8566532422079215,17.06917739647004
411,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,384,640,512,768,5.4132580382580375,1.0,17.887765251989396,3.119704461275562,0.8171400794788272,17.177553939413855
412,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,512,640,640,768,4.300276715227477,1.0,16.41972723780254,3.5857523268678455,1.0829828423510421,7.4439717871405575
413,8,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,640,640,768,768,5.575530442804428,1.0,19.96061875604254,3.4006842847593823,0.886195787408502,6.4911052109297795
417,8,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,256,0,384,128,6.831268831603616,1.0,21.7242698045808,3.033736530570098,0.5887030293169878,9.437012195414441
418,8,Sableux,060525-JPB-MEB-EIHNValves-Ech1-ZigZag20066.tif,768,0,896,128,7.186433536970719,1.0,20.862693543675142,2.763915291429498,0.6406038776438989,7.663684660427776
545,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0037.tif,1152,0,1280,128,8.886859781696053,1.0,20.337757780277464,2.1759944744606807,0.3533048873618904,12.159221445204473
596,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,0,0,128,128,10.890770200031504,1.0,23.54925449393841,2.0704921763819035,0.16862163999290083,14.389489749231492
597,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,128,0,256,128,7.64349710982659,1.0,22.471973668170182,2.8091818914362516,0.5405642678560392,15.709104822667681
598,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,256,0,384,128,8.305506458191704,1.0,20.4814969781497,2.345612164196819,0.3259974129079119,19.73221339954153
599,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,384,0,512,128,8.33276827830189,1.0,21.114382557713444,2.413889584580227,0.4816901416302557,12.145933729615482
600,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,512,0,640,128,6.944345941686367,1.0,22.87907640420287,3.1506316920164474,0.5466331011372176,12.575348968141812
601,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,640,0,768,128,7.998160173160172,1.0,20.98645038167939,2.498880986248428,0.4628053444927999,9.334646822882993
602,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,768,0,896,128,7.603530735687157,1.0,21.203036075723297,2.6570598289161094,0.5323916289740591,10.896692343930805
603,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,896,0,1024,128,8.147661706650469,1.0,21.082603025560775,2.464830248065957,0.35114650750604853,10.988418662150792
604,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,1024,0,1152,128,8.388389591388858,1.0,21.29112404510731,2.418953462287596,0.3829142337228529,15.144998898885516
605,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,1152,0,1280,128,9.698905596583323,1.0188479170819216,21.79879238272178,2.1425040442666132,0.2857796606410762,14.652557195427304
606,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,0,128,128,256,8.11107647547797,1.0,21.91578389830509,2.578669300127954,0.44953945156190483,12.313087123672744
607,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,128,128,256,256,8.469000729394605,1.0,19.82727272727273,2.2230807776324957,0.36050673366373226,15.574160645244739
608,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,256,128,384,256,5.473883070396394,1.0,20.49485560991005,3.5614307721224887,0.7825179158661142,16.191735082653242
609,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,384,128,512,256,5.868933669185559,1.0,22.008136507346105,3.5795491466614986,0.6375105025103365,14.18239611969715
610,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,512,128,640,256,6.667227909482758,1.0,21.01626873958912,3.0021875675076446,0.5181300904635471,13.251227066598236
611,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,640,128,768,256,8.642872117400419,1.0,21.470452817895538,2.3684780406137245,0.3740526836408763,20.294234931149113
612,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,768,128,896,256,4.099169213139802,1.0,18.835295728368013,4.350953766728473,1.0778397056020115,15.19558064388422
613,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,896,128,1024,256,7.338530287984111,1.0,20.52747933884298,2.6609523395735915,0.4656615168785932,12.995211232763047
614,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,1024,128,1152,256,5.827050053248139,1.0,19.718702915165416,3.212380663305124,0.7222650103109753,11.206759917896022
615,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,1152,128,1280,256,8.570902282884408,1.0,21.69562240863947,2.4146375405501264,0.3225332133542347,10.713765432375101
616,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,0,256,128,384,9.026301407296078,1.0,21.135956151035327,2.2308091922079147,0.25693165157544584,16.287354995461925
617,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,128,256,256,384,10.22027011560032,1.0565680190930788,22.390467104258896,2.087410493446895,0.21265986647486607,15.510566770477565
618,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,256,256,384,384,7.386639315019622,1.0,20.45219500924213,2.6334296531426697,0.46397054928702497,14.384526819343286
619,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,384,256,512,384,6.6878478137421915,1.0,21.597738981110467,3.079875552608453,0.565489649473325,14.644658423660411
620,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,512,256,640,384,8.63575717144763,1.0,21.610735539157346,2.386673817937186,0.31762114869695307,9.76147605480579
621,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,640,256,768,384,8.797157469077069,1.0,21.054000524658978,2.2796000407121153,0.3488489010076609,12.661224165857934
622,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,768,256,896,384,9.812118570183088,1.0,22.23868675995694,2.164536293364486,0.1922094592628302,12.246948605227649
623,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,896,256,1024,384,8.080515521064301,1.0,19.751568174314954,2.3205905768553174,0.3579162628869384,8.921001337269104
624,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,1024,256,1152,384,5.387096774193548,1.0,20.351096196868014,3.5921196533108293,0.7841378051038651,12.551750022240535
625,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,1152,256,1280,384,5.669064305914177,1.0,19.742102374090848,3.306031006658082,0.7669060988577021,14.844873861507196
642,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,768,512,896,640,7.8534253850239,1.0,20.410216819973723,2.4715606080613,0.44727460498327787,9.17166269676464
643,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,896,512,1024,640,12.356875876031774,1.0,22.273726929063827,1.7216104735929068,-0.0046615400084073135,9.884343331781022
644,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,1024,512,1152,640,9.634275882704967,1.0,21.596280233527946,2.1378130006118563,0.24259619531742183,9.865217274741829
645,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,1152,512,1280,640,6.853376172990617,1.0,21.553656076651553,2.999055583385922,0.6365179962869042,11.11452573820834
646,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,0,640,128,768,7.82299546142209,1.0,22.614288724973658,2.762917201161784,0.3692770008612889,18.152406436277523
647,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,128,640,256,768,7.485328335056877,1.0,21.791662870159453,2.777655426654236,0.5543370494833821,8.333608045992198
648,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,256,640,384,768,7.869324758842443,1.0,20.472631855156134,2.474498441975663,0.5052286614607904,13.409676430588451
649,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,384,640,512,768,7.527636773829668,1.0,21.3825550660793,2.7076964097073084,0.4808452893779891,8.44386525770764
650,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,512,640,640,768,7.504337671004336,1.0,19.754668601838414,2.4991770658593513,0.5326325092978222,15.939270038929823
651,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,640,640,768,768,8.855280871374372,1.0,21.64782244556114,2.331695938895332,0.3510579740579566,14.973740962993901
652,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,768,640,896,768,9.556059767570556,1.0,23.000154010188364,2.3022202189283165,0.23517187241729698,10.59306226016388
653,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,896,640,1024,768,7.94953795977532,1.0,19.86166947982201,2.3726749372431577,0.44337378776096237,9.279523661440997
654,8,Sableux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,1152,640,1280,768,8.227178661761323,1.0,20.28815884476535,2.344443902064967,0.44075740941826114,14.1829588748512
655,8,Sableux,060525-JPB-MEB-EIHNValves-Ech2-ZigZag0042.tif,1024,640,1152,768,6.452574865305101,1.0,21.172324723247236,3.1262441962063803,0.6912245323753582,9.847914507368488
956,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,128,0,256,128,9.023897739903667,1.2469217970049917,20.920715923378452,2.180188062124858,0.35595447677273623,14.688969065746717
957,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,256,0,384,128,7.606239999999999,1.0,20.70143270241851,2.590167113109567,0.4641255391413794,13.847147417068363
958,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,384,0,512,128,11.009911361804996,1.1790071142557246,22.7080766192733,1.9554262334667913,0.1500697398004605,17.13091147504788
959,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,512,0,640,128,8.132727272727273,1.0,18.408347049141803,2.1405300418126516,0.46064215374335965,11.190927278211962
962,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,896,0,1024,128,5.702086208296128,1.0,20.020644095788597,3.3357342209444183,0.8913817045737511,7.996082818145435
963,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,1024,0,1152,128,6.191025253288976,1.0,19.525427524429976,2.9923036599775394,0.7924421620844256,8.522548827636836
964,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,1152,0,1280,128,7.038101958017286,1.0346179934636492,20.002345188487254,2.695006026932726,0.5354008069116751,8.656705742546285
965,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,0,128,128,256,10.92597593911122,1.17312240617609,21.402171969967824,1.8514638579221763,0.18179933423683872,14.005274271815715
966,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,128,128,256,256,7.865567216391803,1.0,21.47309607228471,2.602875992162254,0.5571558447655554,16.186648666794984
967,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,256,128,384,256,9.285305144761507,1.0,22.244079924395834,2.287924800875404,0.3178959310039413,18.70720967874607
969,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,640,128,768,256,6.66660538314458,1.0,18.656453051344123,2.6484923040421102,0.6377866954097853,12.88550995331599
970,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,768,128,896,256,7.861153134980669,1.0,21.503286561823145,2.608177987347344,0.4641232267116487,11.437386438582472
